"Story","Title","Result","Date","Stability","Duration (s)"
"StarSharp meetings","Creating a new meeting with a new Business Unit in StarSharp","SUCCESS","2021-11-19T19:38:44.148-05:00[America/Bogota]","0.0","35.86"
